customer_id,response,total_spend,num_orders,last_purchase,first_purchase
CS4868,0,1899,27,2015-03-05,2011-06-23
CS4869,0,1234,18,2014-12-27,2011-10-25
CS4870,0,1242,19,2015-03-14,2011-05-31
CS4871,0,2006,26,2015-03-06,2011-08-06
CS4872,1,1475,22,2015-03-14,2011-07-16
CS4873,0,1130,14,2014-05-09,2011-06-07
CS4874,0,1532,21,2014-12-05,2011-06-08
CS4875,0,1605,20,2015-01-28,2011-06-27
CS4876,0,1492,23,2014-09-29,2011-07-23
CS4877,0,1176,16,2015-03-08,2011-05-22
CS4878,1,1380,22,2014-12-29,2011-05-18
CS4879,0,1195,18,2015-02-22,2011-07-09
CS4880,0,1423,20,2015-01-10,2011-11-19
CS4881,0,1109,17,2015-03-10,2011-09-20
CS4882,0,1136,16,2014-12-02,2011-07-25
CS4883,0,1012,15,2014-12-02,2011-07-31
CS4884,0,1152,19,2015-02-10,2011-06-13
CS4885,1,1520,21,2014-09-15,2011-05-22
CS4886,0,1411,20,2015-03-07,2011-05-23
CS4887,0,1516,23,2015-02-08,2011-07-17
CS4888,0,1618,21,2014-12-21,2011-05-20
CS4889,0,1436,23,2015-03-11,2011-05-24
CS4890,0,1257,17,2014-11-07,2011-08-08
CS4891,0,1439,19,2015-02-04,2011-07-07
CS4892,0,1404,22,2014-11-05,2011-06-21
CS4893,0,1286,20,2015-01-11,2011-08-08
CS4894,0,824,12,2014-12-23,2011-05-28
CS4895,0,1197,19,2015-01-28,2011-06-17
CS4896,1,1423,20,2014-10-03,2011-06-23
CS4897,1,1999,30,2015-02-05,2011-05-24
CS4898,0,866,13,2015-02-14,2011-07-12
CS4899,0,1372,19,2015-03-01,2011-08-11
CS4900,0,1068,17,2015-02-28,2011-07-21
CS4901,0,1491,23,2015-01-03,2011-06-29
CS4902,1,1383,18,2015-02-17,2011-06-08
CS4903,1,1584,26,2015-03-14,2011-07-01
CS4904,0,1456,24,2015-03-03,2011-08-17
CS4905,0,1575,23,2015-03-02,2011-06-12
CS4906,0,1644,22,2015-01-10,2011-08-31
CS4907,0,1344,19,2015-01-12,2011-07-22
CS4908,0,1842,24,2014-10-19,2011-06-26
CS4909,0,1290,17,2015-01-07,2011-06-19
CS4910,0,1252,18,2014-10-30,2011-05-30
CS4911,0,1069,15,2014-11-06,2011-06-02
CS4912,0,1545,19,2015-03-06,2011-05-20
CS4913,0,1047,16,2014-12-15,2011-12-03
CS4914,1,1471,21,2014-11-03,2011-06-04
CS4915,0,1541,23,2015-02-20,2011-08-28
CS4916,0,1484,21,2015-01-18,2011-06-20
CS4917,0,1392,20,2015-01-25,2011-07-19
CS4918,0,1561,22,2014-10-28,2011-06-13
CS4919,0,863,13,2013-12-03,2011-07-25
CS4920,0,1173,17,2015-01-26,2011-06-23
CS4921,0,908,12,2015-03-10,2012-02-26
CS4922,0,1117,16,2015-02-28,2011-10-16
CS4923,0,1064,18,2014-08-05,2011-11-01
CS4924,1,1527,23,2014-11-25,2011-06-15
CS4925,0,1316,21,2014-12-19,2011-06-17
CS4926,0,1167,16,2015-01-31,2011-06-14
CS4927,0,1401,20,2015-01-27,2011-07-09
CS4928,0,1318,18,2015-02-07,2011-08-10
CS4929,0,1624,25,2015-02-01,2011-06-07
CS4930,0,1440,20,2015-02-08,2011-06-28
CS4931,0,2246,29,2015-02-28,2011-05-27
CS4932,0,1840,26,2014-10-10,2011-06-22
CS4933,0,1040,16,2014-07-16,2011-06-11
CS4934,1,1865,24,2014-10-08,2011-05-21
CS4935,0,1575,21,2014-12-03,2011-05-28
CS4936,0,1669,25,2015-02-03,2011-06-25
CS4937,0,1152,16,2014-12-18,2011-07-04
CS4938,0,1057,15,2015-03-15,2011-07-06
CS4939,1,2088,29,2014-11-29,2011-08-07
CS4940,0,1109,15,2015-02-06,2011-05-31
CS4941,0,1434,22,2015-02-26,2011-05-27
CS4942,1,1484,19,2014-10-05,2011-08-15
CS4943,0,1338,19,2015-02-27,2011-08-17
CS4944,0,2062,27,2015-02-18,2011-05-26
CS4945,0,1603,23,2015-01-25,2011-07-20
CS4946,0,1548,21,2015-02-08,2011-05-24
CS4947,0,834,11,2015-01-31,2011-05-26
CS4948,0,1287,18,2015-02-09,2011-06-21
CS4949,1,1365,21,2015-02-28,2011-06-10
CS4950,0,863,12,2015-02-17,2011-05-24
CS4951,0,1488,20,2014-12-11,2011-08-23
CS4952,1,1888,25,2014-11-25,2011-06-27
CS4953,0,1381,21,2014-09-21,2011-07-17
CS4954,0,1364,20,2015-03-15,2011-07-22
CS4955,0,1799,25,2015-02-27,2011-10-06
CS4956,0,1395,18,2015-02-19,2011-05-25
CS4957,0,1634,23,2015-01-19,2011-07-30
CS4958,0,812,14,2015-01-31,2011-12-08
CS4959,0,1768,23,2014-07-19,2011-06-09
CS4960,0,1216,18,2014-12-22,2011-06-28
CS4961,0,1365,21,2015-02-24,2011-07-23
CS4962,0,1774,25,2015-02-05,2011-10-28
CS4963,0,1243,19,2015-01-28,2011-06-05
CS4964,0,1237,20,2015-02-07,2011-08-01
CS4965,0,1790,27,2015-02-12,2011-07-10
CS4966,0,1504,23,2014-10-26,2011-06-22
CS4967,0,1818,25,2015-02-04,2011-05-16
CS4968,0,1278,18,2015-03-08,2011-05-21
CS4969,0,1295,18,2015-02-20,2011-08-23
CS4970,0,1712,23,2015-02-16,2011-06-05
CS4971,0,1367,19,2015-02-21,2011-08-03
CS4972,0,1433,21,2014-12-31,2012-01-05
CS4973,1,1626,23,2014-12-30,2011-05-22
CS4974,0,1273,19,2014-09-27,2011-05-25
CS4975,0,777,11,2014-11-20,2011-09-21
CS4976,0,1424,19,2015-02-15,2011-05-18
CS4977,0,1566,22,2014-12-31,2011-05-30
CS4978,0,675,10,2014-02-27,2011-06-07
CS4979,0,1104,17,2015-01-09,2011-08-14
CS4980,0,1564,22,2015-02-13,2011-05-30
CS4981,0,1703,25,2015-02-18,2011-05-25
CS4982,0,754,12,2014-08-27,2011-08-11
CS4983,0,1406,18,2015-03-08,2012-05-15
CS4984,0,1060,18,2014-12-31,2011-05-16
CS4985,1,1468,21,2015-02-26,2011-09-25
CS4986,0,1013,16,2015-03-10,2011-08-26
CS4987,0,1098,16,2015-02-05,2011-11-25
CS4988,1,1433,20,2014-12-21,2011-07-11
CS4989,0,918,15,2015-02-24,2011-06-08
CS4990,0,1406,20,2014-12-06,2012-01-30
CS4991,0,1143,15,2015-03-02,2011-06-01
CS4992,0,1350,20,2014-12-29,2011-06-05
CS4993,0,1765,26,2015-02-20,2011-06-01
CS4994,0,1216,18,2015-02-27,2011-07-18
CS4995,1,1331,20,2014-11-18,2011-05-29
CS4996,0,1635,25,2015-02-17,2011-06-03
CS4997,0,1074,15,2014-06-29,2011-08-07
CS4998,0,2358,34,2015-03-07,2011-07-26
CS4999,0,788,11,2014-12-11,2011-06-07
CS5000,0,1408,19,2015-02-11,2011-06-03
CS5001,1,1593,22,2015-02-15,2011-05-18
CS5002,0,815,11,2015-01-04,2011-06-29
CS5003,0,1207,16,2014-12-30,2011-06-17
CS5004,0,1302,18,2014-12-26,2011-06-20
CS5005,0,1146,17,2015-02-19,2011-07-03
CS5006,0,1651,24,2015-02-02,2011-07-08
CS5007,0,1518,24,2015-02-10,2011-10-14
CS5008,0,1159,16,2015-01-08,2011-05-17
CS5009,0,1067,16,2015-01-02,2011-07-06
CS5010,0,1698,24,2015-02-27,2011-06-29
CS5011,0,1480,20,2014-12-27,2011-06-18
CS5012,0,1602,24,2014-12-18,2011-05-16
CS5013,1,1298,18,2014-11-01,2011-12-12
CS5014,0,1342,21,2015-01-29,2011-08-26
CS5015,0,1423,22,2014-10-02,2011-07-07
CS5016,0,1701,25,2015-03-12,2011-05-17
CS5017,0,1255,18,2015-03-01,2011-09-06
CS5018,0,1628,25,2014-12-31,2011-07-27
CS5019,0,1338,20,2014-12-13,2011-07-17
CS5020,0,572,9,2014-05-22,2012-03-01
CS5021,0,1341,20,2014-10-14,2011-05-28
CS5022,0,1209,15,2014-10-20,2011-07-08
CS5023,0,1713,22,2015-02-03,2011-05-21
CS5024,1,1214,18,2014-08-31,2011-05-31
CS5025,0,1973,28,2014-12-27,2011-05-19
CS5026,1,2098,30,2014-09-20,2011-06-01
CS5027,0,1586,22,2015-03-14,2011-05-23
CS5028,0,2098,29,2015-02-25,2011-06-06
CS5029,0,1162,16,2014-12-23,2011-08-16
CS5030,0,1028,16,2014-11-08,2011-05-26
CS5031,0,1585,24,2015-01-15,2011-05-29
CS5032,0,1763,23,2015-02-17,2011-05-25
CS5033,0,1687,22,2014-12-14,2011-08-14
CS5034,0,1130,17,2015-01-04,2011-05-16
CS5035,0,1037,14,2015-01-12,2012-02-11
CS5036,0,1292,20,2014-10-04,2011-06-08
CS5037,0,1149,15,2015-03-12,2011-10-25
CS5038,0,1470,22,2015-01-02,2011-06-07
CS5039,0,1673,25,2015-02-07,2011-08-05
CS5040,0,1731,24,2015-03-15,2011-06-28
CS5041,0,1763,25,2015-03-06,2011-06-07
CS5042,0,1646,21,2015-03-16,2011-11-10
CS5043,0,1109,17,2015-01-20,2011-08-30
CS5044,1,1477,21,2014-10-29,2011-09-25
CS5045,0,1019,12,2014-05-20,2011-06-02
CS5046,1,1712,24,2015-02-06,2011-06-25
CS5047,0,1381,19,2015-03-05,2011-06-25
CS5048,0,1464,22,2015-03-14,2011-06-16
CS5049,0,1979,28,2015-03-15,2011-06-03
CS5050,0,1515,19,2015-03-07,2012-02-06
CS5051,0,1232,19,2015-02-15,2011-06-06
CS5052,0,1486,24,2015-01-07,2011-09-29
CS5053,0,1501,18,2014-11-10,2011-06-22
CS5054,0,1279,16,2014-10-02,2011-12-08
CS5055,0,1644,23,2015-01-07,2011-05-22
CS5056,0,1337,17,2014-11-14,2011-06-18
CS5057,0,2008,26,2014-12-02,2011-07-10
CS5058,0,1146,18,2015-03-03,2011-06-20
CS5059,0,1486,20,2015-02-10,2011-07-15
CS5060,0,1082,15,2014-12-05,2011-07-04
CS5061,0,1412,22,2015-02-19,2011-07-03
CS5062,0,1443,20,2014-09-24,2011-10-05
CS5063,0,1901,27,2015-02-22,2011-07-06
CS5064,0,1200,15,2014-12-30,2011-12-21
CS5065,0,1463,24,2015-03-06,2011-07-05
CS5066,0,1696,26,2015-02-13,2011-09-21
CS5067,0,1857,27,2015-03-02,2011-06-10
CS5068,0,1500,22,2015-02-21,2011-06-27
CS5069,1,1666,23,2014-12-01,2011-06-09
CS5070,0,1477,21,2014-11-26,2011-10-30
CS5071,0,1180,16,2015-02-12,2011-06-11
CS5072,0,1085,16,2014-11-10,2011-07-31
CS5073,0,1362,18,2014-10-15,2011-06-12
CS5074,0,1010,15,2014-12-20,2011-06-15
CS5075,0,1180,18,2015-02-24,2011-08-27
CS5076,1,1371,21,2015-01-31,2011-05-28
CS5077,0,1444,21,2015-03-07,2011-05-20
CS5078,0,1351,19,2014-11-25,2012-01-19
CS5079,0,1469,23,2015-01-20,2011-06-22
CS5080,0,1209,18,2014-06-05,2011-05-26
CS5081,0,1645,22,2015-03-02,2011-07-16
CS5082,0,2072,29,2015-02-25,2011-06-13
CS5083,0,1974,26,2015-01-10,2011-09-27
CS5084,0,1465,20,2015-02-11,2011-06-24
CS5085,0,1313,18,2014-08-18,2011-08-19
CS5086,1,1287,21,2014-12-16,2011-06-29
CS5087,0,874,15,2015-01-28,2011-06-26
CS5088,0,1556,22,2015-02-15,2011-05-16
CS5089,0,874,12,2015-01-18,2011-06-29
CS5090,0,1552,21,2015-03-10,2011-08-06
CS5091,0,976,13,2014-08-23,2011-11-01
CS5092,0,1200,18,2015-02-23,2011-06-26
CS5093,1,1838,27,2015-01-10,2011-06-14
CS5094,0,1289,18,2015-03-07,2012-01-20
CS5095,0,1423,20,2015-02-21,2011-10-20
CS5096,1,1348,18,2014-09-16,2011-07-09
CS5097,0,1757,26,2015-01-18,2011-07-02
CS5098,0,1147,17,2014-12-30,2011-06-17
CS5099,0,1151,16,2015-03-04,2011-06-14
CS5100,0,1595,23,2015-01-20,2011-08-22
CS5101,0,1033,17,2014-11-08,2011-05-16
CS5102,0,982,15,2015-01-17,2011-09-05
CS5103,0,1011,16,2015-02-22,2011-06-10
CS5104,0,1102,16,2014-08-18,2011-08-05
CS5105,0,1248,17,2014-11-02,2011-08-15
CS5106,0,1492,20,2014-11-09,2011-08-03
CS5107,0,1994,28,2015-02-21,2011-08-03
CS5108,0,968,14,2015-03-08,2011-10-17
CS5109,0,2506,35,2015-02-04,2011-06-17
CS5110,0,807,11,2015-03-06,2011-10-31
CS5111,1,1948,28,2015-01-08,2011-06-17
CS5112,0,1003,14,2015-03-08,2011-10-11
CS5113,1,1314,19,2015-03-05,2011-10-19
CS5114,0,1610,20,2014-11-15,2011-08-14
CS5115,1,1298,22,2015-01-20,2011-07-30
CS5116,0,1408,20,2015-01-19,2011-05-25
CS5117,0,1332,19,2015-02-04,2011-09-14
CS5118,0,1764,26,2015-02-09,2011-05-17
CS5119,0,1319,17,2014-08-22,2011-08-23
CS5120,0,1196,16,2015-02-22,2011-05-19
CS5121,0,1175,16,2015-02-14,2011-12-05
CS5122,0,1513,23,2015-01-22,2011-06-05
CS5123,0,1047,15,2014-02-10,2011-11-02
CS5124,1,1973,28,2014-12-16,2011-05-19
CS5125,0,1319,20,2015-03-04,2011-05-18
CS5126,0,1654,25,2015-02-26,2011-06-15
CS5127,0,1208,15,2014-11-26,2011-06-05
CS5128,0,1856,27,2014-12-15,2011-07-27
CS5129,0,1567,24,2014-12-10,2011-06-21
CS5130,0,1666,25,2014-12-29,2011-06-01
CS5131,0,2083,29,2014-11-08,2011-06-01
CS5132,0,1568,22,2015-02-15,2011-08-04
CS5133,1,1428,18,2015-02-08,2011-05-19
CS5134,0,942,16,2015-01-09,2011-08-10
CS5135,0,1525,23,2015-02-13,2011-05-18
CS5136,0,1643,22,2015-02-01,2011-05-29
CS5137,0,1529,21,2014-11-06,2011-10-20
CS5138,0,1352,19,2015-03-05,2011-11-19
CS5139,0,1493,22,2014-12-23,2011-06-29
CS5140,0,1647,23,2014-12-22,2011-12-08
CS5141,1,1990,29,2014-12-23,2011-05-26
CS5142,0,1323,19,2015-03-08,2011-05-17
CS5143,0,1642,23,2015-02-11,2011-11-18
CS5144,0,924,14,2014-10-10,2011-06-28
CS5145,0,1370,20,2014-12-31,2011-07-02
CS5146,0,1246,17,2014-12-19,2011-07-06
CS5147,0,1197,18,2015-02-09,2011-08-10
CS5148,0,1726,26,2014-12-25,2011-05-21
CS5149,0,887,13,2014-11-14,2011-08-11
CS5150,0,822,11,2015-01-11,2011-09-29
CS5151,0,1151,18,2014-12-03,2011-05-22
CS5152,0,839,12,2014-11-04,2011-07-14
CS5153,0,1506,21,2015-01-08,2011-09-30
CS5154,0,2008,31,2015-03-09,2011-06-15
CS5155,0,1838,26,2015-02-06,2011-06-29
CS5156,0,1185,16,2014-12-10,2011-05-22
CS5157,0,1473,22,2015-01-26,2011-07-12
CS5158,0,1249,19,2014-12-11,2011-07-14
CS5159,0,2123,28,2015-01-23,2011-06-11
CS5160,1,1526,21,2015-03-08,2011-05-27
CS5161,1,1371,18,2015-01-16,2011-06-11
CS5162,0,1314,18,2014-09-22,2011-09-15
CS5163,0,2037,28,2015-03-08,2011-09-23
CS5164,0,1157,18,2015-03-01,2011-10-10
CS5165,0,1705,25,2015-01-01,2011-05-29
CS5166,0,1951,27,2015-03-01,2011-06-14
CS5167,0,1082,16,2014-11-06,2011-12-02
CS5168,0,1458,20,2015-02-26,2011-05-24
CS5169,0,1241,18,2014-12-07,2011-09-13
CS5170,0,1329,20,2015-02-13,2011-07-11
CS5171,0,1286,18,2015-03-15,2011-05-19
CS5172,0,1362,21,2014-11-09,2011-05-23
CS5173,0,684,11,2014-09-25,2011-10-09
CS5174,1,1616,25,2015-01-12,2011-06-01
CS5175,0,1680,25,2015-02-18,2011-09-19
CS5176,1,1905,28,2014-10-23,2011-05-30
CS5177,0,1036,14,2014-05-18,2011-07-17
CS5178,0,1387,21,2015-01-28,2011-06-26
CS5179,0,1033,14,2014-09-04,2011-05-31
CS5180,0,825,11,2015-02-01,2011-06-25
CS5181,0,1142,16,2015-03-09,2011-06-18
CS5182,0,1517,23,2014-11-07,2011-06-20
CS5183,0,1173,17,2015-03-12,2011-07-07
CS5184,0,1879,28,2015-03-13,2011-06-01
CS5185,0,1861,27,2015-02-22,2011-05-17
CS5186,0,777,12,2014-01-19,2012-02-19
CS5187,0,2023,28,2015-03-12,2011-05-29
CS5188,0,1024,16,2015-03-02,2011-08-17
CS5189,1,1944,28,2014-12-29,2011-08-05
CS5190,0,1420,21,2015-03-02,2011-05-21
CS5191,0,1889,27,2015-03-12,2011-07-03
CS5192,0,1474,21,2015-02-02,2011-06-04
CS5193,0,1586,24,2015-02-28,2011-12-01
CS5194,0,1062,16,2014-11-05,2011-08-04
CS5195,1,1302,19,2014-10-05,2011-09-22
CS5196,0,1356,22,2015-02-12,2011-07-21
CS5197,0,1165,16,2015-02-23,2011-05-18
CS5198,0,1801,26,2015-03-09,2011-06-07
CS5199,0,1103,14,2015-03-01,2011-07-13
CS5200,0,1473,21,2015-03-14,2011-05-26
CS5201,0,1343,20,2015-02-14,2011-05-26
CS5202,0,1954,27,2014-10-22,2011-09-19
CS5203,0,1850,27,2015-03-11,2011-08-13
CS5204,0,1536,21,2015-03-04,2011-06-04
CS5205,0,1185,17,2015-01-22,2011-09-10
CS5206,0,1001,14,2014-12-10,2011-11-02
CS5207,0,1193,16,2014-12-14,2011-05-25
CS5208,0,1364,20,2015-02-14,2011-08-23
CS5209,0,1211,20,2014-09-03,2011-07-03
CS5210,0,1329,17,2014-10-25,2011-05-18
CS5211,0,1273,18,2015-01-13,2012-02-04
CS5212,0,1669,25,2015-01-25,2011-07-09
CS5213,0,1846,26,2015-01-09,2011-05-25
CS5214,0,1181,17,2014-09-25,2011-06-19
CS5215,0,1023,14,2015-03-03,2011-09-05
CS5216,0,671,11,2014-12-11,2011-05-19
CS5217,0,1440,20,2015-01-25,2011-06-11
CS5218,0,1229,16,2014-12-24,2011-07-24
CS5219,0,1420,19,2014-11-11,2011-06-13
CS5220,0,1473,20,2014-10-05,2011-06-21
CS5221,0,1387,22,2015-03-14,2011-05-20
CS5222,0,1397,22,2015-02-22,2011-07-16
CS5223,0,2060,27,2015-02-24,2011-10-23
CS5224,0,1489,19,2015-02-20,2011-08-04
CS5225,1,1334,22,2014-12-06,2011-08-24
CS5226,0,2011,28,2015-02-19,2011-06-15
CS5227,0,1100,16,2014-12-24,2012-02-29
CS5228,0,1179,18,2015-02-16,2011-06-30
CS5229,0,669,11,2015-01-09,2011-11-23
CS5230,0,1457,23,2015-03-11,2011-07-01
CS5231,0,1432,22,2014-11-19,2011-11-07
CS5232,0,1382,21,2015-03-01,2011-06-12
CS5233,0,795,11,2014-09-27,2012-06-24
CS5234,0,1082,15,2015-02-08,2011-05-18
CS5235,0,1128,17,2015-01-23,2011-07-11
CS5236,0,1212,17,2014-10-04,2011-05-18
CS5237,0,1582,23,2014-11-29,2011-07-10
CS5238,0,2015,28,2015-02-10,2011-05-26
CS5239,1,1256,18,2014-11-02,2011-08-28
CS5240,1,1563,21,2015-01-05,2011-11-12
CS5241,0,1217,19,2015-03-03,2011-09-29
CS5242,0,1534,22,2014-12-31,2011-08-29
CS5243,0,1108,17,2014-10-31,2011-08-31
CS5244,0,2114,30,2015-02-28,2011-05-26
CS5245,0,1465,20,2015-02-23,2011-05-24
CS5246,0,1403,21,2015-03-04,2011-06-04
CS5247,0,1797,26,2015-02-07,2011-07-05
CS5248,0,1217,20,2014-12-11,2011-09-28
CS5249,0,1451,20,2014-12-03,2011-10-09
CS5250,0,1331,18,2014-12-14,2011-07-02
CS5251,0,1706,25,2015-03-16,2011-05-29
CS5252,0,1178,17,2014-10-30,2011-08-31
CS5253,0,1163,17,2015-02-24,2011-10-03
CS5254,0,1432,24,2015-01-09,2011-06-19
CS5255,0,1298,18,2015-01-15,2011-05-27
CS5256,0,1431,20,2015-02-12,2011-05-19
CS5257,0,1667,24,2014-10-25,2011-07-13
CS5258,0,596,10,2015-03-04,2012-03-11
CS5259,0,1576,22,2015-03-09,2011-07-07
CS5260,1,1790,25,2015-03-10,2011-07-07
CS5261,0,1198,18,2015-02-22,2011-07-19
CS5262,0,1020,15,2014-11-09,2011-05-23
CS5263,0,1471,21,2014-12-05,2011-06-11
CS5264,0,1011,15,2015-03-07,2011-08-03
CS5265,0,1267,18,2015-02-14,2011-06-22
CS5266,1,1579,22,2015-03-03,2011-07-26
CS5267,1,1536,23,2014-10-25,2011-07-11
CS5268,0,1647,23,2015-02-17,2011-06-17
CS5269,0,833,13,2015-03-09,2011-10-31
CS5270,0,1600,22,2015-02-26,2011-05-28
CS5271,0,1557,22,2015-01-27,2011-07-31
CS5272,0,1487,19,2014-10-01,2011-05-27
CS5273,1,1435,24,2014-11-25,2011-07-05
CS5274,0,1146,18,2014-12-20,2011-06-19
CS5275,0,1345,20,2014-12-19,2011-07-21
CS5276,0,1724,26,2015-01-09,2011-06-03
CS5277,1,1427,19,2014-11-23,2011-07-12
CS5278,0,1819,28,2015-01-28,2011-08-07
CS5279,0,987,13,2015-01-07,2011-06-02
CS5280,1,1312,19,2014-07-05,2011-05-17
CS5281,0,1537,23,2014-03-28,2011-08-13
CS5282,0,1424,23,2015-03-07,2011-07-10
CS5283,0,1647,23,2015-02-05,2012-02-06
CS5284,0,843,14,2015-02-20,2011-09-20
CS5285,0,1218,19,2015-03-15,2011-12-09
CS5286,0,579,8,2013-05-26,2011-06-08
CS5287,0,2307,32,2015-03-14,2011-05-31
CS5288,0,972,14,2015-03-11,2011-07-06
CS5289,0,2013,31,2015-03-06,2011-05-19
CS5290,0,1462,23,2015-01-12,2011-05-19
CS5291,0,1652,24,2015-01-14,2011-05-22
CS5292,1,1841,27,2015-01-26,2011-06-26
CS5293,0,1431,20,2015-02-08,2011-05-16
CS5294,1,983,14,2014-12-12,2011-06-24
CS5295,1,1637,25,2014-11-25,2011-10-27
CS5296,0,1475,21,2015-02-21,2011-08-15
CS5297,0,1068,16,2014-12-25,2011-06-15
CS5298,0,1012,15,2015-02-08,2011-12-26
CS5299,0,1636,22,2015-01-14,2011-05-19
CS5300,0,1227,16,2014-11-13,2011-05-29
CS5301,0,1428,23,2015-03-16,2011-06-09
CS5302,0,2016,27,2015-02-12,2011-07-16
CS5303,0,1298,19,2014-12-24,2011-05-28
CS5304,0,1558,23,2014-10-16,2011-05-19
CS5305,1,1291,21,2015-02-18,2011-08-25
CS5306,0,1788,22,2015-02-06,2011-05-26
CS5307,0,958,13,2015-03-16,2011-07-19
CS5308,1,1864,27,2014-10-05,2011-06-19
CS5309,0,1161,20,2014-12-11,2011-08-28
CS5310,0,918,14,2015-03-09,2011-05-24
CS5311,0,1299,19,2015-01-18,2011-06-01
CS5312,0,1225,17,2014-11-20,2011-06-13
CS5313,0,1193,17,2014-11-11,2011-09-24
CS5314,0,1010,14,2014-12-08,2011-05-18
CS5315,0,1362,20,2015-03-16,2011-05-30
CS5316,0,1420,18,2015-02-19,2011-10-25
CS5317,0,1123,15,2015-01-02,2011-06-03
CS5318,0,1114,17,2015-01-05,2011-08-25
CS5319,1,1404,21,2015-02-01,2012-01-07
CS5320,0,1154,16,2014-12-10,2011-07-16
CS5321,0,804,12,2015-02-24,2011-06-23
CS5322,0,1168,16,2015-01-22,2011-06-27
CS5323,0,2280,32,2015-03-12,2011-05-22
CS5324,0,602,10,2014-05-24,2011-06-17
CS5325,1,1726,25,2015-02-03,2011-05-31
CS5326,1,1751,25,2014-11-21,2011-10-07
CS5327,0,938,12,2014-11-04,2011-07-04
CS5328,0,1094,15,2014-11-20,2012-02-12
CS5329,0,1766,26,2014-11-25,2011-07-17
CS5330,0,1159,17,2015-01-05,2011-07-13
CS5331,0,1526,20,2015-02-05,2011-08-13
CS5332,1,1813,27,2015-03-05,2011-05-24
CS5333,0,1222,16,2014-10-06,2011-05-27
CS5334,0,1486,21,2015-03-13,2011-06-03
CS5335,0,1622,23,2015-02-25,2011-06-20
CS5336,0,1135,17,2014-06-13,2011-05-25
CS5337,0,889,11,2014-10-15,2011-10-24
CS5338,0,1514,22,2015-03-10,2011-07-06
CS5339,0,1283,17,2015-02-10,2011-06-20
CS5340,0,1873,26,2015-03-03,2011-07-17
CS5341,1,1318,19,2014-11-26,2011-06-12
CS5342,0,1576,25,2015-03-11,2011-05-24
CS5343,0,1973,26,2015-03-03,2011-07-26
CS5344,0,1303,18,2014-11-17,2011-05-24
CS5345,0,1567,20,2015-01-25,2011-07-05
CS5346,0,1801,25,2015-03-12,2011-05-18
CS5347,0,1652,25,2015-02-22,2011-05-19
CS5348,0,1457,19,2015-01-30,2011-07-20
CS5349,0,1314,17,2014-05-13,2011-06-05
CS5350,0,1478,21,2014-10-10,2011-09-01
CS5351,0,1330,22,2015-01-27,2011-05-29
CS5352,0,1345,21,2015-01-27,2011-05-24
CS5353,0,1229,21,2015-02-24,2011-06-12
CS5354,0,1259,18,2014-12-05,2011-06-24
CS5355,0,1067,14,2014-11-21,2011-06-25
CS5356,1,1447,20,2015-01-09,2011-05-28
CS5357,0,1090,17,2014-11-16,2011-08-27
CS5358,0,788,12,2014-09-05,2011-10-13
CS5359,0,1009,13,2014-11-14,2011-07-16
CS5360,0,1083,15,2015-03-06,2011-08-18
CS5361,0,1522,22,2014-09-10,2011-06-02
CS5362,1,976,13,2014-12-04,2011-05-28
CS5363,0,1015,15,2015-03-15,2011-10-15
CS5364,0,1814,27,2015-01-30,2011-06-09
CS5365,0,1471,21,2015-01-12,2011-05-25
CS5366,0,1429,20,2015-03-11,2011-06-18
CS5367,1,1661,21,2015-01-08,2011-08-31
CS5368,0,809,12,2014-09-02,2011-06-20
CS5369,0,1256,17,2014-12-25,2011-06-12
CS5370,1,1258,20,2015-02-14,2012-02-03
CS5371,0,1257,19,2014-11-14,2011-08-04
CS5372,0,1721,24,2014-10-07,2011-05-28
CS5373,0,1599,24,2015-01-15,2011-06-23
CS5374,0,1385,21,2014-12-23,2011-07-09
CS5375,1,1956,29,2014-11-09,2011-06-24
CS5376,0,1584,25,2015-01-29,2011-12-12
CS5377,0,934,13,2014-12-30,2011-08-13
CS5378,0,554,9,2014-04-09,2011-07-22
CS5379,0,879,13,2015-01-17,2011-08-06
CS5380,0,1212,17,2015-02-17,2011-06-21
CS5381,0,855,12,2014-10-01,2012-06-04
CS5382,1,1890,29,2014-10-29,2011-08-07
CS5383,0,1620,23,2014-12-21,2011-07-07
CS5384,0,1362,20,2015-02-04,2011-09-01
CS5385,0,740,13,2015-01-19,2011-05-24
CS5386,1,1611,24,2015-02-14,2011-06-18
CS5387,0,1416,20,2014-11-01,2011-06-23
CS5388,0,1156,14,2015-01-16,2011-07-25
CS5389,1,1232,18,2014-07-28,2011-07-16
CS5390,0,1824,25,2014-12-14,2011-06-11
CS5391,0,1356,19,2015-01-03,2011-07-17
CS5392,0,1473,19,2015-01-09,2011-07-04
CS5393,0,1337,18,2015-03-05,2011-05-20
CS5394,0,2092,29,2015-02-10,2011-06-16
CS5395,1,1382,20,2014-11-14,2011-06-23
CS5396,0,1309,18,2015-01-01,2012-05-13
CS5397,0,2065,29,2015-03-04,2011-05-20
CS5398,0,1280,18,2015-03-16,2012-01-03
CS5399,0,1737,23,2014-12-30,2011-11-04
CS5400,0,1187,18,2015-02-08,2011-12-23
CS5401,0,1479,20,2014-11-30,2011-06-08
CS5402,0,1546,21,2015-01-10,2011-05-31
CS5403,0,1774,24,2015-03-03,2011-07-29
CS5404,1,1476,20,2015-02-15,2011-07-21
CS5405,0,1577,22,2014-12-06,2011-05-30
CS5406,1,1498,22,2015-02-08,2011-06-23
