customer_id,trans_date,tran_amount,response,month,year,day_of_week
CS1426,2011-06-25,80,0,6,2011,Saturday
CS2851,2011-07-24,37,0,7,2011,Sunday
CS5130,2011-12-19,50,0,12,2011,Monday
CS1642,2014-11-28,83,0,11,2014,Friday
CS3852,2014-05-01,77,0,5,2014,Thursday
CS3276,2013-04-23,53,0,4,2013,Tuesday
CS3464,2014-05-12,102,0,5,2014,Monday
CS2903,2014-09-30,85,1,9,2014,Tuesday
CS2305,2012-03-02,104,0,3,2012,Friday
CS1756,2012-09-16,35,0,9,2012,Sunday
CS4278,2012-01-31,97,0,1,2012,Tuesday
CS2801,2014-07-14,47,0,7,2014,Monday
CS4920,2012-05-23,89,0,5,2012,Wednesday
CS2904,2011-10-25,65,0,10,2011,Tuesday
CS4726,2015-01-26,73,0,1,2015,Monday
CS3456,2013-03-27,42,1,3,2013,Wednesday
CS6097,2013-07-20,58,0,7,2013,Saturday
CS5371,2014-08-26,87,0,8,2014,Tuesday
CS1957,2011-08-26,77,0,8,2011,Friday
CS5123,2012-08-30,62,0,8,2012,Thursday
CS3863,2013-10-11,78,0,10,2013,Friday
CS3757,2013-08-16,75,0,8,2013,Friday
CS1729,2014-10-25,51,0,10,2014,Saturday
CS5572,2015-01-19,38,0,1,2015,Monday
CS2908,2013-08-11,36,0,8,2013,Sunday
CS1850,2015-03-09,67,0,3,2015,Monday
CS1631,2011-07-29,56,0,7,2011,Friday
CS1363,2013-05-16,105,0,5,2013,Thursday
CS4633,2012-08-04,61,0,8,2012,Saturday
CS2000,2013-09-26,91,0,9,2013,Thursday
CS5467,2013-05-06,43,0,5,2013,Monday
CS5995,2012-04-30,73,0,4,2012,Monday
CS3372,2011-09-03,75,0,9,2011,Saturday
CS1240,2014-01-06,102,0,1,2014,Monday
CS5131,2014-01-18,52,0,1,2014,Saturday
CS5944,2013-04-29,76,1,4,2013,Monday
CS2758,2013-10-17,78,0,10,2013,Thursday
CS5761,2014-11-14,103,0,11,2014,Friday
CS5439,2014-04-06,86,0,4,2014,Sunday
CS2529,2014-05-03,90,0,5,2014,Saturday
CS4766,2011-11-23,100,0,11,2011,Wednesday
CS1201,2014-06-15,82,0,6,2014,Sunday
CS4917,2014-10-26,63,0,10,2014,Sunday
CS1838,2015-03-06,81,0,3,2015,Friday
CS5267,2012-04-20,74,1,4,2012,Friday
CS2316,2013-08-03,49,0,8,2013,Saturday
CS5765,2015-01-11,37,0,1,2015,Sunday
CS3179,2011-06-03,69,0,6,2011,Friday
CS1553,2013-12-14,39,1,12,2013,Saturday
CS1680,2014-05-02,56,0,5,2014,Friday
CS4854,2013-06-03,50,0,6,2013,Monday
CS5915,2012-09-25,102,0,9,2012,Tuesday
CS3112,2014-10-19,42,1,10,2014,Sunday
CS5720,2013-03-18,76,0,3,2013,Monday
CS1982,2012-09-21,82,0,9,2012,Friday
CS1942,2014-02-13,67,0,2,2014,Thursday
CS4695,2014-09-02,35,0,9,2014,Tuesday
CS2770,2013-12-16,49,0,12,2013,Monday
CS1572,2014-01-16,82,0,1,2014,Thursday
CS2662,2013-01-10,41,0,1,2013,Thursday
CS1805,2014-01-19,75,1,1,2014,Sunday
CS3972,2013-09-17,87,0,9,2013,Tuesday
CS5128,2014-11-26,99,0,11,2014,Wednesday
CS4858,2012-09-24,97,0,9,2012,Monday
CS5361,2012-09-09,84,0,9,2012,Sunday
CS3627,2013-06-03,53,0,6,2013,Monday
CS3498,2011-07-24,42,0,7,2011,Sunday
CS4447,2013-06-09,77,0,6,2013,Sunday
CS3288,2012-12-07,86,0,12,2012,Friday
CS2923,2012-10-09,83,0,10,2012,Tuesday
CS2111,2015-02-26,76,0,2,2015,Thursday
CS5193,2014-03-11,79,0,3,2014,Tuesday
CS1247,2013-02-03,47,1,2,2013,Sunday
CS1183,2015-02-08,73,0,2,2015,Sunday
CS3970,2011-10-28,64,0,10,2011,Friday
CS1924,2012-06-29,47,0,6,2012,Friday
CS5883,2011-11-23,44,0,11,2011,Wednesday
CS3759,2014-06-23,103,0,6,2014,Monday
CS3287,2012-11-07,46,0,11,2012,Wednesday
CS2659,2012-03-12,93,0,3,2012,Monday
CS4918,2013-12-15,73,0,12,2013,Sunday
CS2775,2014-06-01,92,0,6,2014,Sunday
CS5861,2014-02-17,51,0,2,2014,Monday
CS1813,2013-06-25,67,0,6,2013,Tuesday
CS5272,2012-05-10,76,0,5,2012,Thursday
CS5800,2014-12-22,105,0,12,2014,Monday
CS1565,2014-11-06,65,0,11,2014,Thursday
CS4323,2012-10-03,105,0,10,2012,Wednesday
CS5336,2014-02-20,102,0,2,2014,Thursday
CS5289,2014-08-29,56,0,8,2014,Friday
CS3631,2011-05-16,58,1,5,2011,Monday
CS5000,2014-10-14,80,0,10,2014,Tuesday
CS1120,2011-05-26,53,0,5,2011,Thursday
CS4474,2011-05-17,86,0,5,2011,Tuesday
CS5411,2012-02-08,79,0,2,2012,Wednesday
CS3821,2011-12-15,64,0,12,2011,Thursday
CS3442,2012-11-12,89,0,11,2012,Monday
CS6025,2013-01-22,76,0,1,2013,Tuesday
CS1142,2012-01-08,90,1,1,2012,Sunday
CS5827,2014-12-06,99,0,12,2014,Saturday
CS3062,2012-11-14,71,0,11,2012,Wednesday
CS3049,2013-02-26,96,0,2,2013,Tuesday
CS3490,2013-07-17,85,0,7,2013,Wednesday
CS2700,2013-04-15,44,1,4,2013,Monday
CS3247,2012-05-27,77,0,5,2012,Sunday
CS2641,2014-12-24,104,1,12,2014,Wednesday
CS6064,2012-03-20,78,0,3,2012,Tuesday
CS1373,2014-03-15,42,0,3,2014,Saturday
CS4537,2011-10-16,84,0,10,2011,Sunday
CS2523,2014-02-16,79,0,2,2014,Sunday
CS5283,2012-11-17,85,0,11,2012,Saturday
CS1474,2014-08-27,104,0,8,2014,Wednesday
CS4005,2012-12-22,56,0,12,2012,Saturday
CS3304,2012-09-15,43,0,9,2012,Saturday
CS3888,2011-12-01,89,0,12,2011,Thursday
CS5835,2011-08-17,47,1,8,2011,Wednesday
CS3179,2013-07-09,55,0,7,2013,Tuesday
CS3723,2011-10-30,60,0,10,2011,Sunday
CS2990,2014-03-28,76,1,3,2014,Friday
CS1199,2011-07-29,98,0,7,2011,Friday
CS5302,2014-07-22,88,0,7,2014,Tuesday
CS4393,2012-03-28,39,0,3,2012,Wednesday
CS2321,2012-06-25,101,0,6,2012,Monday
CS3184,2014-06-27,78,0,6,2014,Friday
CS4726,2012-06-26,63,0,6,2012,Tuesday
CS1663,2014-01-08,44,1,1,2014,Wednesday
CS4034,2014-08-28,104,0,8,2014,Thursday
CS2497,2014-04-07,83,0,4,2014,Monday
CS2811,2012-07-31,69,0,7,2012,Tuesday
CS2222,2011-11-09,93,0,11,2011,Wednesday
CS3244,2014-08-15,81,1,8,2014,Friday
CS1805,2013-03-25,98,1,3,2013,Monday
CS2543,2013-10-14,74,0,10,2013,Monday
CS1545,2014-08-10,102,0,8,2014,Sunday
CS2403,2012-09-01,48,1,9,2012,Saturday
CS3357,2011-10-23,75,0,10,2011,Sunday
CS5192,2011-10-12,105,0,10,2011,Wednesday
CS1753,2012-12-31,59,0,12,2012,Monday
CS1365,2014-12-16,99,0,12,2014,Tuesday
CS1261,2012-02-02,76,0,2,2012,Thursday
CS1935,2011-05-25,44,0,5,2011,Wednesday
CS1712,2012-03-13,35,0,3,2012,Tuesday
CS3870,2015-01-27,98,0,1,2015,Tuesday
CS5685,2015-01-08,73,0,1,2015,Thursday
CS1662,2013-10-14,105,0,10,2013,Monday
CS4826,2011-10-13,49,0,10,2011,Thursday
CS4298,2011-08-23,74,0,8,2011,Tuesday
CS4846,2012-10-28,42,0,10,2012,Sunday
CS5734,2013-05-08,66,0,5,2013,Wednesday
CS4685,2014-06-08,52,1,6,2014,Sunday
CS5222,2014-10-17,90,0,10,2014,Friday
CS4994,2011-07-18,36,0,7,2011,Monday
CS2013,2014-07-11,48,0,7,2014,Friday
CS4660,2014-07-07,91,0,7,2014,Monday
CS5190,2013-05-26,63,0,5,2013,Sunday
CS5950,2013-08-22,61,0,8,2013,Thursday
CS3348,2013-12-02,92,0,12,2013,Monday
CS5874,2013-12-08,86,0,12,2013,Sunday
CS5253,2014-08-01,98,0,8,2014,Friday
CS5947,2015-02-14,67,0,2,2015,Saturday
CS3508,2014-05-22,59,0,5,2014,Thursday
CS2191,2012-04-20,54,0,4,2012,Friday
CS2453,2013-02-27,87,0,2,2013,Wednesday
CS3574,2012-06-25,41,0,6,2012,Monday
CS2206,2014-05-23,88,0,5,2014,Friday
CS3309,2012-08-18,97,0,8,2012,Saturday
CS2491,2012-07-31,77,0,7,2012,Tuesday
CS5916,2014-02-15,90,0,2,2014,Saturday
CS3646,2013-05-05,86,0,5,2013,Sunday
CS4025,2013-03-09,60,0,3,2013,Saturday
CS6044,2013-12-15,72,0,12,2013,Sunday
CS2929,2011-10-01,78,0,10,2011,Saturday
CS3474,2014-12-22,53,0,12,2014,Monday
CS5497,2011-08-01,87,0,8,2011,Monday
CS5635,2012-09-09,85,0,9,2012,Sunday
CS3696,2014-03-14,74,0,3,2014,Friday
CS1365,2011-12-17,44,0,12,2011,Saturday
CS1347,2014-04-27,53,0,4,2014,Sunday
CS1661,2012-04-24,68,1,4,2012,Tuesday
CS5417,2013-02-24,66,0,2,2013,Sunday
CS4764,2011-07-02,67,0,7,2011,Saturday
CS4225,2013-02-01,55,0,2,2013,Friday
CS5606,2012-02-22,93,0,2,2012,Wednesday
CS6024,2011-08-08,93,0,8,2011,Monday
CS3975,2011-08-31,82,0,8,2011,Wednesday
CS1488,2013-03-08,88,0,3,2013,Friday
CS4397,2014-03-09,102,0,3,2014,Sunday
CS2727,2013-11-03,45,0,11,2013,Sunday
CS1371,2013-04-12,43,0,4,2013,Friday
CS4120,2012-02-02,36,0,2,2012,Thursday
CS3880,2014-09-01,73,1,9,2014,Monday
CS5920,2012-05-18,82,0,5,2012,Friday
CS4584,2013-10-18,88,0,10,2013,Friday
CS5859,2012-05-11,101,0,5,2012,Friday
CS5299,2014-12-31,88,0,12,2014,Wednesday
CS1389,2013-05-28,80,0,5,2013,Tuesday
CS2736,2014-01-12,76,0,1,2014,Sunday
CS3679,2014-07-17,37,1,7,2014,Thursday
CS5038,2012-10-29,79,0,10,2012,Monday
CS2973,2013-11-23,46,0,11,2013,Saturday
CS3029,2011-05-24,56,0,5,2011,Tuesday
CS1884,2015-02-08,39,0,2,2015,Sunday
CS2755,2013-12-07,85,1,12,2013,Saturday
CS6019,2012-03-13,65,1,3,2012,Tuesday
CS1357,2012-07-03,93,0,7,2012,Tuesday
CS2696,2011-11-11,81,0,11,2011,Friday
CS4845,2011-12-05,67,0,12,2011,Monday
CS5357,2014-04-28,72,0,4,2014,Monday
CS2262,2012-10-22,65,0,10,2012,Monday
CS1611,2013-04-22,93,0,4,2013,Monday
CS4200,2013-12-06,51,0,12,2013,Friday
CS1531,2015-02-09,102,0,2,2015,Monday
CS5907,2011-05-20,49,0,5,2011,Friday
CS4569,2014-03-02,58,0,3,2014,Sunday
CS4973,2012-08-01,65,1,8,2012,Wednesday
CS1586,2013-10-22,97,0,10,2013,Tuesday
CS1713,2012-02-05,76,0,2,2012,Sunday
CS3833,2012-05-26,66,0,5,2012,Saturday
CS4793,2015-02-08,74,0,2,2015,Sunday
CS1740,2015-02-05,80,1,2,2015,Thursday
CS3331,2011-06-15,52,0,6,2011,Wednesday
CS4886,2013-03-05,68,0,3,2013,Tuesday
CS4012,2014-10-18,76,0,10,2014,Saturday
CS2359,2014-11-29,37,1,11,2014,Saturday
CS3584,2012-06-11,61,0,6,2012,Monday
CS3245,2014-07-12,92,1,7,2014,Saturday
CS3634,2013-05-25,68,0,5,2013,Saturday
CS4803,2013-07-31,43,0,7,2013,Wednesday
CS2718,2013-09-23,59,0,9,2013,Monday
CS3997,2011-09-29,69,0,9,2011,Thursday
CS3496,2015-01-05,43,0,1,2015,Monday
CS6080,2012-04-22,56,0,4,2012,Sunday
CS2220,2012-09-30,40,0,9,2012,Sunday
CS1589,2012-01-16,70,0,1,2012,Monday
CS2864,2011-07-19,57,0,7,2011,Tuesday
CS3528,2013-04-29,70,0,4,2013,Monday
CS3672,2012-02-10,86,0,2,2012,Friday
CS4357,2013-10-27,71,1,10,2013,Sunday
CS3825,2012-04-17,92,0,4,2012,Tuesday
CS3087,2013-02-21,36,0,2,2013,Thursday
CS6086,2013-08-17,38,1,8,2013,Saturday
CS2221,2011-12-23,38,0,12,2011,Friday
CS3085,2012-11-18,63,0,11,2012,Sunday
CS5895,2014-03-24,75,0,3,2014,Monday
CS2989,2014-04-16,62,0,4,2014,Wednesday
CS2929,2011-06-02,92,0,6,2011,Thursday
CS5471,2014-08-18,35,0,8,2014,Monday
CS3372,2014-12-18,80,0,12,2014,Thursday
CS5125,2013-08-06,36,0,8,2013,Tuesday
CS6111,2013-10-26,51,0,10,2013,Saturday
CS1539,2013-12-27,37,1,12,2013,Friday
CS1742,2011-09-28,64,1,9,2011,Wednesday
CS5827,2015-03-15,72,0,3,2015,Sunday
CS5547,2012-08-05,36,1,8,2012,Sunday
CS2664,2014-10-31,74,0,10,2014,Friday
CS4702,2014-08-09,36,1,8,2014,Saturday
CS1820,2011-06-05,102,0,6,2011,Sunday
CS1711,2013-03-05,103,0,3,2013,Tuesday
CS5402,2014-08-24,62,0,8,2014,Sunday
CS4406,2014-05-22,104,0,5,2014,Thursday
CS1159,2012-10-01,53,0,10,2012,Monday
CS4754,2012-12-23,40,0,12,2012,Sunday
CS2816,2014-02-22,56,0,2,2014,Saturday
CS1287,2013-06-16,86,0,6,2013,Sunday
CS2676,2012-05-01,59,0,5,2012,Tuesday
CS4097,2015-01-05,85,0,1,2015,Monday
CS4621,2014-02-17,102,0,2,2014,Monday
CS6087,2012-07-11,92,0,7,2012,Wednesday
CS1799,2013-11-22,81,0,11,2013,Friday
CS3795,2015-01-04,36,0,1,2015,Sunday
CS3057,2012-03-25,55,0,3,2012,Sunday
CS5740,2011-11-30,67,0,11,2011,Wednesday
CS5740,2013-11-19,102,0,11,2013,Tuesday
CS1176,2012-07-08,98,0,7,2012,Sunday
CS2949,2012-01-05,55,0,1,2012,Thursday
CS3416,2013-08-15,88,0,8,2013,Thursday
CS4490,2012-10-19,91,0,10,2012,Friday
CS1320,2014-06-20,55,0,6,2014,Friday
CS1652,2011-12-10,82,0,12,2011,Saturday
CS5054,2014-06-18,105,0,6,2014,Wednesday
CS1602,2014-12-22,102,0,12,2014,Monday
CS2328,2012-10-04,46,0,10,2012,Thursday
CS4073,2011-10-05,52,0,10,2011,Wednesday
CS5472,2011-10-02,44,0,10,2011,Sunday
CS1538,2014-10-08,66,0,10,2014,Wednesday
CS2455,2014-03-17,45,1,3,2014,Monday
CS4258,2014-11-24,47,0,11,2014,Monday
CS1611,2014-03-31,78,0,3,2014,Monday
CS2872,2014-09-20,73,0,9,2014,Saturday
CS4071,2013-08-04,73,0,8,2013,Sunday
CS5973,2013-05-08,39,0,5,2013,Wednesday
CS2081,2013-01-31,76,0,1,2013,Thursday
CS5911,2012-02-25,38,0,2,2012,Saturday
CS5524,2013-10-31,99,1,10,2013,Thursday
CS3887,2011-06-06,78,0,6,2011,Monday
CS4731,2012-06-28,83,0,6,2012,Thursday
CS3876,2012-08-03,66,0,8,2012,Friday
CS3471,2011-07-25,74,0,7,2011,Monday
CS1183,2015-01-01,92,0,1,2015,Thursday
CS2615,2015-02-15,97,0,2,2015,Sunday
CS5001,2012-01-22,62,1,1,2012,Sunday
CS4381,2013-04-23,105,1,4,2013,Tuesday
CS3011,2011-12-11,98,0,12,2011,Sunday
CS1310,2014-10-25,66,1,10,2014,Saturday
CS4212,2014-09-05,104,0,9,2014,Friday
CS3542,2013-09-20,93,0,9,2013,Friday
CS1599,2012-12-07,82,0,12,2012,Friday
CS1233,2012-08-26,97,1,8,2012,Sunday
CS5523,2013-01-05,62,0,1,2013,Saturday
CS5022,2012-01-28,83,0,1,2012,Saturday
CS3735,2014-03-02,89,0,3,2014,Sunday
CS5660,2015-01-25,57,0,1,2015,Sunday
CS5706,2011-07-24,105,0,7,2011,Sunday
CS1589,2013-07-27,47,0,7,2013,Saturday
CS5790,2014-08-17,43,0,8,2014,Sunday
CS3805,2014-05-20,37,0,5,2014,Tuesday
CS3291,2014-03-08,84,0,3,2014,Saturday
CS5067,2014-11-10,56,0,11,2014,Monday
CS3356,2014-11-24,93,0,11,2014,Monday
CS5700,2012-04-20,57,0,4,2012,Friday
CS2924,2014-01-21,46,0,1,2014,Tuesday
CS2948,2012-12-14,35,0,12,2012,Friday
CS2197,2012-02-05,68,0,2,2012,Sunday
CS1451,2011-10-07,78,0,10,2011,Friday
CS1736,2011-09-19,41,1,9,2011,Monday
CS2795,2014-07-11,82,0,7,2014,Friday
CS1729,2011-08-07,83,0,8,2011,Sunday
CS6032,2013-02-03,74,0,2,2013,Sunday
CS1725,2012-09-29,39,0,9,2012,Saturday
CS5302,2014-06-18,50,0,6,2014,Wednesday
CS3683,2014-07-16,97,0,7,2014,Wednesday
CS1346,2011-12-03,49,0,12,2011,Saturday
CS2056,2011-11-29,84,0,11,2011,Tuesday
CS5572,2014-10-15,88,0,10,2014,Wednesday
CS2644,2013-11-01,83,0,11,2013,Friday
CS2814,2012-04-28,104,0,4,2012,Saturday
CS5202,2014-04-07,74,0,4,2014,Monday
CS3521,2014-11-19,105,0,11,2014,Wednesday
CS2536,2014-06-11,97,0,6,2014,Wednesday
CS1646,2013-06-29,48,0,6,2013,Saturday
CS4365,2012-03-26,48,0,3,2012,Monday
CS5484,2014-05-31,36,1,5,2014,Saturday
CS4752,2012-03-31,78,0,3,2012,Saturday
CS4707,2014-10-21,105,0,10,2014,Tuesday
CS3064,2012-08-15,48,0,8,2012,Wednesday
CS6065,2011-07-01,70,0,7,2011,Friday
CS4287,2012-01-16,99,0,1,2012,Monday
CS4429,2012-12-17,59,0,12,2012,Monday
CS4786,2014-08-18,103,0,8,2014,Monday
CS4086,2012-09-30,100,0,9,2012,Sunday
CS2713,2013-04-21,53,0,4,2013,Sunday
CS4783,2014-10-11,87,0,10,2014,Saturday
CS5136,2014-05-08,91,0,5,2014,Thursday
CS5332,2013-03-06,95,1,3,2013,Wednesday
CS4870,2014-12-21,48,0,12,2014,Sunday
CS4900,2014-11-15,38,0,11,2014,Saturday
CS2135,2014-12-31,90,0,12,2014,Wednesday
CS4604,2012-03-16,76,1,3,2012,Friday
CS2199,2014-06-17,105,0,6,2014,Tuesday
CS5724,2015-01-01,105,0,1,2015,Thursday
CS3315,2014-12-05,80,0,12,2014,Friday
CS3296,2013-10-30,81,0,10,2013,Wednesday
CS2847,2013-02-22,36,0,2,2013,Friday
CS4666,2013-10-10,97,1,10,2013,Thursday
CS1702,2011-12-12,88,0,12,2011,Monday
CS2994,2011-11-05,91,0,11,2011,Saturday
CS3394,2014-03-07,97,0,3,2014,Friday
CS3988,2014-10-20,41,0,10,2014,Monday
CS3008,2011-05-27,90,0,5,2011,Friday
CS4517,2012-01-06,99,0,1,2012,Friday
CS2378,2013-04-18,54,0,4,2013,Thursday
CS2895,2013-06-05,85,0,6,2013,Wednesday
CS4659,2012-02-18,59,0,2,2012,Saturday
CS2652,2014-11-28,83,1,11,2014,Friday
CS4393,2011-11-14,69,0,11,2011,Monday
CS5395,2014-07-12,86,1,7,2014,Saturday
CS1231,2012-07-18,58,0,7,2012,Wednesday
CS5183,2013-06-21,60,0,6,2013,Friday
CS3474,2013-03-31,44,0,3,2013,Sunday
CS1398,2015-01-01,78,1,1,2015,Thursday
CS4912,2011-08-04,70,0,8,2011,Thursday
CS1477,2012-01-06,55,0,1,2012,Friday
CS6034,2013-01-04,102,0,1,2013,Friday
CS5881,2015-01-21,92,0,1,2015,Wednesday
CS5174,2014-11-23,36,1,11,2014,Sunday
CS3764,2014-10-27,45,0,10,2014,Monday
CS3665,2014-12-01,53,1,12,2014,Monday
CS4936,2013-12-02,95,0,12,2013,Monday
CS2925,2011-12-13,81,0,12,2011,Tuesday
CS1407,2014-09-09,71,1,9,2014,Tuesday
CS1194,2015-03-07,84,0,3,2015,Saturday
CS5343,2013-09-30,40,0,9,2013,Monday
CS5289,2013-10-20,98,0,10,2013,Sunday
CS2879,2013-02-06,36,0,2,2013,Wednesday
CS3691,2011-11-26,64,0,11,2011,Saturday
CS4316,2012-09-20,98,0,9,2012,Thursday
CS4688,2014-11-16,65,0,11,2014,Sunday
CS4607,2013-07-25,68,0,7,2013,Thursday
CS4536,2015-01-25,39,0,1,2015,Sunday
CS4136,2014-02-06,46,1,2,2014,Thursday
CS4299,2012-07-20,43,0,7,2012,Friday
CS4883,2012-03-12,69,0,3,2012,Monday
CS4159,2014-02-23,75,0,2,2014,Sunday
CS4905,2013-10-08,58,0,10,2013,Tuesday
CS2420,2014-05-14,35,0,5,2014,Wednesday
CS5077,2014-11-14,68,0,11,2014,Friday
CS2888,2011-08-12,104,0,8,2011,Friday
CS5821,2012-03-29,102,0,3,2012,Thursday
CS2815,2011-12-04,85,0,12,2011,Sunday
CS5867,2014-03-20,49,0,3,2014,Thursday
CS5259,2013-03-27,56,0,3,2013,Wednesday
CS4699,2014-10-01,83,1,10,2014,Wednesday
CS6016,2013-02-27,85,0,2,2013,Wednesday
CS3976,2011-07-31,93,0,7,2011,Sunday
CS1957,2011-08-09,99,0,8,2011,Tuesday
CS5673,2014-12-13,68,0,12,2014,Saturday
CS4944,2012-11-22,105,0,11,2012,Thursday
CS4180,2014-09-08,96,0,9,2014,Monday
CS2468,2014-10-29,44,0,10,2014,Wednesday
CS3592,2015-03-05,51,0,3,2015,Thursday
CS4912,2013-06-26,93,0,6,2013,Wednesday
CS5444,2012-03-16,53,0,3,2012,Friday
CS5504,2011-07-03,99,0,7,2011,Sunday
CS2794,2012-05-30,39,0,5,2012,Wednesday
CS2888,2014-03-24,72,0,3,2014,Monday
CS3983,2011-09-07,60,0,9,2011,Wednesday
CS2619,2014-06-22,95,0,6,2014,Sunday
CS5247,2014-10-27,104,0,10,2014,Monday
CS6075,2013-04-06,101,0,4,2013,Saturday
CS3330,2011-06-02,50,0,6,2011,Thursday
CS5259,2015-03-09,54,0,3,2015,Monday
CS4122,2011-10-03,78,0,10,2011,Monday
CS4361,2014-08-11,54,0,8,2014,Monday
CS1806,2015-01-07,61,0,1,2015,Wednesday
CS3101,2013-09-02,76,0,9,2013,Monday
CS4266,2013-11-29,51,0,11,2013,Friday
CS2600,2015-01-30,38,0,1,2015,Friday
CS3581,2014-10-06,45,0,10,2014,Monday
CS2482,2013-11-14,75,0,11,2013,Thursday
CS2856,2011-12-14,64,0,12,2011,Wednesday
CS3791,2011-11-07,97,0,11,2011,Monday
CS3889,2013-01-17,40,0,1,2013,Thursday
CS3193,2012-09-01,80,0,9,2012,Saturday
CS1847,2013-07-26,46,0,7,2013,Friday
CS2486,2014-08-10,93,0,8,2014,Sunday
CS1381,2012-01-04,81,0,1,2012,Wednesday
CS5517,2014-07-26,57,0,7,2014,Saturday
CS5280,2012-04-17,90,1,4,2012,Tuesday
CS4353,2013-04-06,93,0,4,2013,Saturday
CS5602,2011-11-24,101,0,11,2011,Thursday
CS4710,2014-12-12,61,0,12,2014,Friday
CS4134,2013-10-26,99,0,10,2013,Saturday
CS2609,2014-10-24,67,0,10,2014,Friday
CS4600,2014-08-11,45,0,8,2014,Monday
CS3992,2014-06-16,35,0,6,2014,Monday
CS1951,2014-01-28,87,0,1,2014,Tuesday
CS5663,2013-08-21,53,1,8,2013,Wednesday
CS5265,2014-06-11,64,0,6,2014,Wednesday
CS1790,2013-02-26,100,0,2,2013,Tuesday
CS5495,2011-07-06,54,0,7,2011,Wednesday
CS4248,2012-03-30,103,1,3,2012,Friday
CS2050,2015-03-04,73,0,3,2015,Wednesday
CS5223,2012-05-28,104,0,5,2012,Monday
CS3640,2011-07-11,50,0,7,2011,Monday
CS5468,2012-05-18,38,0,5,2012,Friday
CS6008,2012-01-04,72,1,1,2012,Wednesday
CS4756,2015-02-11,62,0,2,2015,Wednesday
CS3893,2011-08-17,42,0,8,2011,Wednesday
CS1195,2011-09-30,78,0,9,2011,Friday
CS4116,2012-03-12,90,1,3,2012,Monday
CS4876,2012-07-13,45,0,7,2012,Friday
CS1317,2013-11-22,84,0,11,2013,Friday
CS4054,2014-02-24,83,0,2,2014,Monday
CS4257,2012-09-13,94,0,9,2012,Thursday
CS1400,2014-04-15,104,1,4,2014,Tuesday
CS1259,2011-09-20,66,1,9,2011,Tuesday
CS2814,2014-08-25,69,0,8,2014,Monday
CS1903,2011-12-05,40,0,12,2011,Monday
CS1241,2012-09-29,59,0,9,2012,Saturday
CS4142,2013-03-04,39,0,3,2013,Monday
CS5629,2011-09-19,86,1,9,2011,Monday
CS1538,2013-08-13,59,0,8,2013,Tuesday
CS4644,2014-11-10,37,0,11,2014,Monday
CS4389,2013-05-09,71,1,5,2013,Thursday
CS5925,2014-08-19,36,0,8,2014,Tuesday
CS2887,2014-09-01,90,0,9,2014,Monday
CS2909,2015-02-12,35,0,2,2015,Thursday
CS5243,2013-04-27,97,0,4,2013,Saturday
CS3610,2012-06-24,96,0,6,2012,Sunday
CS2478,2014-03-26,104,0,3,2014,Wednesday
CS2918,2012-08-14,101,0,8,2012,Tuesday
CS1333,2013-08-24,100,0,8,2013,Saturday
CS5859,2014-01-05,51,0,1,2014,Sunday
CS2761,2015-02-10,86,0,2,2015,Tuesday
CS2433,2013-07-30,103,0,7,2013,Tuesday
CS2504,2015-01-22,101,0,1,2015,Thursday
CS2327,2015-01-13,37,0,1,2015,Tuesday
CS1791,2013-05-30,71,0,5,2013,Thursday
CS5021,2012-10-27,38,0,10,2012,Saturday
CS2976,2011-08-16,60,0,8,2011,Tuesday
CS1930,2014-07-20,84,0,7,2014,Sunday
CS5338,2013-10-07,57,0,10,2013,Monday
CS2448,2015-01-10,85,0,1,2015,Saturday
CS2716,2012-05-21,96,0,5,2012,Monday
CS2825,2012-06-22,91,0,6,2012,Friday
CS5787,2012-11-23,83,0,11,2012,Friday
CS1448,2011-12-05,65,0,12,2011,Monday
CS2954,2014-08-30,88,0,8,2014,Saturday
CS3174,2014-01-29,58,0,1,2014,Wednesday
CS5562,2013-07-27,49,0,7,2013,Saturday
CS4225,2013-07-05,94,0,7,2013,Friday
CS3604,2015-01-07,49,0,1,2015,Wednesday
CS3469,2014-12-24,103,0,12,2014,Wednesday
CS3356,2014-01-30,80,0,1,2014,Thursday
CS2970,2012-12-29,36,0,12,2012,Saturday
CS3979,2014-11-28,96,0,11,2014,Friday
CS3568,2013-02-21,94,0,2,2013,Thursday
CS2101,2013-11-18,46,1,11,2013,Monday
CS5829,2014-07-14,73,0,7,2014,Monday
CS3310,2013-06-19,63,0,6,2013,Wednesday
CS3843,2014-11-20,84,0,11,2014,Thursday
CS3286,2014-12-29,37,0,12,2014,Monday
CS4661,2012-11-18,60,0,11,2012,Sunday
CS4977,2011-06-29,99,0,6,2011,Wednesday
CS1257,2014-06-12,96,0,6,2014,Thursday
CS6034,2014-05-28,88,0,5,2014,Wednesday
CS4402,2012-11-03,60,0,11,2012,Saturday
CS3349,2012-08-13,105,0,8,2012,Monday
CS2693,2013-03-19,82,0,3,2013,Tuesday
CS2191,2015-02-09,45,0,2,2015,Monday
CS5488,2013-11-17,45,0,11,2013,Sunday
CS2879,2013-04-16,65,0,4,2013,Tuesday
CS1722,2014-04-05,69,0,4,2014,Saturday
CS3475,2015-01-11,85,1,1,2015,Sunday
CS3803,2012-08-07,96,0,8,2012,Tuesday
CS3233,2012-04-09,70,0,4,2012,Monday
CS5932,2011-12-25,84,0,12,2011,Sunday
CS4140,2012-03-16,37,0,3,2012,Friday
CS1412,2014-04-14,69,1,4,2014,Monday
